YEAR,JOURNAL,TITLE,DOI
1996,Northwest Science,"Equations for predicting above-ground biomass of plant species in early successional forests of the western Cascade Range, Oregon",
1996,Ecological Applications,Modeling historical patterns of tree utilization in the Pacific Northwest: carbon sequestration implications,10.2307/2269398
1996,Northwest Science,"Spatial variation in productivity of Douglas-fir stands on a valley floor in the western Cascades Range, Oregon",
1996,Northwest Science,Initial response of understory plant diversity and overstory tree diameter growth to a green tree retention harvest,
1996,Conservation Biology,Invasibility of species-rich communities in riparian zones,10.1046/j.1523-1739.1996.10020598.x
1996,Northwest Science,Emerging themes in epiphyte research in westside forests with special reference to cyanolichens,
1997,American Midland Naturalist,Root system differences among species: implications for early successional changes in forests of western Oregon,10.2307/2426658
1997,Ecology,Species replacement during early secondary succession: the abrupt decline of a winter annual,10.1890/0012-9658(1997)078[0621:SRDESS]2.0.CO;2
1997,Ecological Applications,Remnant trees and canopy lichen communities in western Oregon: a retrospective approach,10.1890/1051-0761(1997)007[1181:RTACLC]2.0.CO;2
1997,Landscape Ecology,Rates and patterns of landscape change between 1972 and 1988 in the Changbai Mountain area of China and North Korea,10.1023/A:1007963324520
1998,Northwest Science,"The natural, the clearcut, and the future",
1998,Journal of Vegetation Science,"Effects of environment and grazing disturbance on tree establishment in meadows of the central Cascade Range, Oregon, USA",10.2307/3237126
1998,Journal of Wildlife Management,Selection of day roosts by female long-legged myotis in the central Oregon Cascade Range,10.2307/3802335
1998,Natural Areas Journal,Retrospective analysis of forest landscape patterns in western Oregon,
1999,Ecological Applications,"Landscape management using historical fire regimes: Blue River, Oregon",10.1890/1051-0761(1999)009[1217:LMUHFR]2.0.CO;2
1999,Ecology,Nitrogen transformations in fallen tree boles and mineral soil of an old-growth forest,10.1890/0012-9658(1999)080[1385:NTIFTB]2.0.CO;2
1999,Global Change Biology,Transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications,10.1046/j.1365-2486.1998.00196.x
1999,Ecological Applications,Overview of the use of natural variability concepts in managing ecological systems,10.1890/1051-0761(1999)009[1179:OOTUON]2.0.CO;2
1999,Ecological Modelling,Predicting the daily streamflow of ungauged catchments in S.E. Australia by regionalising the parameters of a lumped conceptual rainfall-runoff model,10.1016/S0304-3800(99)00125-8
1999,Landscape Ecology,Plant-pest interactions in time and space: a Douglas-fir bark beetle outbreak as a case study,10.1023/A:1008017711917
1999,Ecology and Society,Integrating citizens in adaptive management: a propositional analysis,
2000,Journal of Vegetation Science,Biomass accumulation over the first 150 years in coastal Oregon Picea-Tsuga forest,10.2307/3236579
2000,Conservation Biology,"Effects of roads on hydrology, geomorphology, and disturbance patches in stream networks",10.1046/j.1523-1739.2000.99083.x
2000,Conservation Biology,"Role of light availability and dispersal in exotic plant invasion along roads and streams in the H.J. Andrews Experimental Forest, Oregon",10.1046/j.1523-1739.2000.99089.x
2000,Landscape Ecology,Alternative spatial resolutions and estimation of carbon flux over a managed forest landscape in western Oregon,10.1023/A:1008116300063
2001,Northwest Science,Overstory and shrub influences on seedling recruitment patterns in an old-growth Ponderosa pine stand,
2001,Freshwater Biology,Variability in stream macroinvertebrates at multiple spatial scales,10.1046/j.1365-2427.2001.00628.x
2001,Northwest Science,Fire dating from tree rings in western Cascades Douglas-fir forests: an error analysis,
2002,Freshwater Biology,Large wood and fluvial processes,10.1046/j.1365-2427.2002.00916.x
2002,Global Ecology and Biogeography,Lidar remote sensing of above-ground biomass in three biomes,10.1046/j.1466-822x.2002.00303.x
2002,Ecological Applications,Net ecosystem production: a comprehensive measure of net carbon accumulation by ecosystems,10.1890/1051-0761(2002)012[0937:NEPACM]2.0.CO;2
2002,Northwest Science,Extreme winds and windthrow in the western Columbia River Gorge,
2002,Ecological Applications,Potential upper bounds of carbon stores in forests of the Pacific Northwest,10.1890/1051-0761(2002)012[1303:PUBOCS]2.0.CO;2
2003,Freshwater Biology,Nutrient and microbiological characteristics of fine benthic organic matter in sediment settling ponds,10.1046/j.1365-2427.2003.01053.x
2003,Molecular Ecology,Characterization of Pacific golden chanterelle (Cantharellus formosus) genet size using co-dominant microsatellite markers,10.1046/j.1365-294X.2003.01837.x
2003,Ecoscience,"Abiotic controls on nitrogen fixation and respiration in selected woody debris from the Pacific Northwest, U.S.A.",10.1080/11956860.2003.11682752
2003,Ecological Applications,Implications of riparian management strategies on wood in streams of the Pacific Northwest,10.1890/02-5004
2003,Oecologia,Stem respiratory potential in six softwood and four hardwood tree species in the central cascades of Oregon,10.1007/s00442-003-1316-2
2003,Landscape Ecology,Modeling multiscale effects of light limitations and edge-induced mortality on carbon stores in forest landscapes,10.1023/B:LAND.0000004254.94982.67
2004,Ecology,A stable isotope tracer study of nitrogen uptake and transformation in an old-growth forest stream,10.1890/03-0032
2004,Ecological Applications,"Alternative futures for the Willamette River Basin, Oregon",10.1890/02-5011
2004,Microbial Ecology,Responses of nitrification and ammonia-oxidizing bacteria to reciprocal transfers of soil between adjacent coniferous forest and meadow vegetation in the Cascade Mountains of Oregon,10.1007/s00248-004-0215-3
2004,Ecological Modelling,Design and evaluation of a forest landscape change model for western Oregon,10.1016/j.ecolmodel.2003.10.015
2004,Ecosystems,"Production, respiration, and overall carbon balance in an old-growth Pseudotsuga-Tsuga forest ecosystem",
2004,Northwest Science,Understory species as soil moisture indicators in Oregon's western Cascades old-growth forests,
2004,Landscape Ecology,An empirical approach towards improved spatial estimates of soil moisture for vegetation analysis,10.1023/B:LAND.0000030451.29571.8b
2004,Global Change Biology,"Dynamics of carbon stocks in soils and detritus across chronosequences of different forest types in the Pacific Northwest, USA",10.1111/j.1365-2486.2004.00829.x
2004,Northwest Science,"Fire severity in intermittent stream drainages, western Cascade Range, Oregon",
2004,Ecological Applications,Projecting the biological condition of streams under alternative scenarios of human land use,10.1890/02-5009
2005,Pedobiologia,Enzyme activities as a component of soil biodiversity: a review,10.1016/j.pedobi.2005.06.003
2005,Ecoscience,Decomposition of coarse woody debris originating by clearcutting of an old-growth conifer forest,10.2980/i1195-6860-12-2-151.1
2005,Landscape Ecology,A simple method for estimating potential relative radiation (PRR) for landscape-scale vegetation analysis,10.1007/s10980-004-1296-6
2005,Ecology Letters,Forest turnover rates follow global and regional patterns of productivity,10.1111/j.1461-0248.2005.00746.x
2005,Ecosystems,Chemistry and dynamics of dissolved organic matter in a temperate coniferous forest on andic soils: effects of litter quality,10.1007/s10021-005-0022-9
2006,Northwest Science,Two decades of stability and change in old-growth forest at Mount Rainier National Park,
2006,Journal of Vegetation Science,"Estimating epiphytic macrolichen biomass from topography, stand structure and lichen community data",10.1658/1100-9233(2006)17[157:EEMBFT]2.0.CO;2
2006,Oecologia,Root controls on soil microbial community structure in forest soils,10.1007/s00442-006-0402-7
2006,Ecological Monographs,"Tree mortality during early forest development: a long-term study of rates, causes, and consequences",10.1890/0012-9615(2006)076[0257:TMDEFD]2.0.CO;2
2006,Northwest Science,Distribution of western hemlock dwarf mistletoe (Arceuthobium tsugense [Rosendahl] G.N. Jones subsp. tsugense) in mature and old-growth Douglas-fir (Pseudotsuga menziesii [Mirb.] Franco) forests,
2007,Northwest Science,Effects of bracken fern invasions on harvested site soils in Pacific Northwest (USA) coniferous forests,10.3955/0029-344X-81.3.191
2007,Ecological Informatics,Exploratory modeling of forest disturbance scenarios in central Oregon using computational experiments in GIS,10.1016/j.ecoinf.2007.04.005
2007,Ecological Applications,Using nocturnal cold air drainage flow to monitor ecosystem processes in complex terrain,10.1890/05-1906
2007,Landscape Ecology,Changing temporal patterns of forest carbon stores and net ecosystem carbon balance: the stand to landscape transformation,10.1007/s10980-006-9006-1
2007,Northwest Science,"Fungal genetic diversity within decomposing woody conifer roots in Oregon, U.S.A.",10.3955/0029-344X-81.2.125
2008,Ecosystems,The relative impact of harvest and fire upon landscape-level dynamics of older forests: lessons from the Northwest Forest Plan,10.1007/s10021-008-9182-8
2008,American Midland Naturalist,Plant succession on gopher mounds in western Cascade meadows: consequences for species diversity and heterogeneity,10.1674/0003-0031(2008)159[275:PSOGMI]2.0.CO;2
2008,Frontiers in Ecology and the Environment,"Bridging boundaries: scientists, creative writers, and the long view of the forest",10.1890/070076
2009,Plant Ecology,"Hurricane disturbance in a temperate deciduous forest: patch dynamics, tree mortality, and coarse woody detritus",10.1007/s11258-008-9520-0
2009,Ecography,Properties of native plant communities do not determine exotic success during early forest succession,10.1111/j.1600-0587.2008.05739.x
2009,Ecosystems,Effects of partial harvest on the carbon stores in Douglas-fir/western hemlock forests: a simulation study,10.1007/s10021-009-9256-2
2009,Northwest Science,"Water dynamics in conifer logs in early stages of decay in the Pacific Northwest, U.S.A.",10.3955/046.083.0204
2009,Ecology,Interannual variation of carbon fluxes from three contrasting evergreen forests: the role of forest dynamics and climate,10.1890/08-0073.1
2010,Ecohydrology,Mechanistic assessment of hillslope transpiration controls of diel subsurface flow: a steady-state irrigation approach,10.1002/eco.114
2010,Ecology Letters,Positive diversity-stability relationships in forest herb populations during four decades of community assembly,10.1111/j.1461-0248.2010.01524.x
2010,Northwest Science,Soil properties in old-growth Douglas-fir forest gaps in the western Cascade Mountains of Oregon,10.3955/046.084.0104
2010,Frontiers in Ecology and the Environment,Four cultures: new synergies for engaging society on climate change,10.1890/1540-9295-8.6.329
2010,Landscape Ecology,"Climate change adaptation strategies for federal forests of the Pacific Northwest, USA: ecological, policy, and socio-economic perspectives",10.1007/s10980-010-9483-0
2010,Microbial Ecology,"Soil microbial communities associated with Douglas-fir and red alder stands at high- and low-productivity forest sites in Oregon, USA",10.1007/s00248-010-9675-9
2011,Frontiers in Ecology and the Environment,Thinking outside the channel: modeling nitrogen cycling in networked river ecosystems,10.1890/080211
2011,Global Change Biology,Interpreting diel hysteresis between soil respiration and temperature,10.1111/j.1365-2486.2010.02250.x
2011,Biogeosciences,Amplification and dampening of soil respiration by changes in temperature variability,10.5194/bg-8-951-2011
2012,Ecological Applications,Grassland restoration with and without fire: evidence from a tree-removal experiment,10.1890/11-1061.1
2012,Biogeosciences,Contributions of ectomycorrhizal fungal mats to forest soil respiration,10.5194/bg-9-2099-2012
2012,Plant Ecology,Spatio-temporal patterns of tree establishment are indicative of biotic interactions during early invasion of a montane meadow,10.1007/s11258-012-0021-9
2012,Ecosystems,Multi-scale Drivers of Spatial Variation in Old-Growth Forest Carbon Density Disentangled with Lidar and an Individual-Based Landscape Model,10.1007/s10021-012-9587-2
2012,Ecosystems,A stable isotope tracer study of the influences of adjacent land use and riparian condition on fates of nitrate in streams,10.1007/s10021-011-9489-8
2012,Ecological Modelling,"Analytical approximation of a stochastic, spatial simulation model of fire and forest landscape dynamics",10.1016/j.ecolmodel.2012.03.005
2012,Landscape Ecology,"Climatic, landform, microtopographic, and overstory canopy controls of tree invasion in a subalpine meadow landscape, Oregon Cascades, USA",10.1007/s10980-012-9774-8
2013,Freshwater Biology,Descriptors of natural thermal regimes in streams and their responsiveness to change in the Pacific Northwest of North America,10.1111/fwb.12094
2013,Ecological Monographs,Canopy closure exerts weak controls on understory dynamics: A 30-year study of overstory-understory interactions,10.1890/12-1696.1
2013,Ecosphere,"Determinants of moth diversity and community in a temperate mountain landscape: vegetation, topography, and seasonality",10.1890/ES12-00384.1
2013,Ecosphere,Interactive visual analysis promotes exploration of long-term ecological data,10.1890/ES13-00121.1
2013,Ecology,"Fire-mediated pathways of stand development in Douglas-fir/western hemlock forests of the Pacific Northwest, USA",10.1890/12-1506.1
2014,Ecohydrology,The role of pre-event canopy storage in throughfall and stemflow by using isotopic tracers,10.1002/eco.1408
2014,Freshwater Science,Quantifying spatial differences in metabolism in headwater streams,10.1086/677555
2014,Restoration Ecology,Vegetation Recovery in Slash-Pile Scars Following Conifer Removal in a Grassland-Restoration Experiment,10.1111/rec.12130
2014,Ecosphere,"Post-fire tree establishment and early cohort development in conifer forests of the western Cascades of Oregon, USA",10.1890/ES14-00112.1
2015,Global Change Biology,Long-term growth-increment chronologies reveal diverse influences of climate forcing on freshwater and forest biota in the Pacific Northwest,10.1111/gcb.12756
2015,Ecosphere,Uncertainty analysis: An evaluation metric for synthesis science,10.1890/ES14-00235.1
2015,Journal of Vegetation Science,Testing predictions of forest succession using long-term measurements: 100 yrs of observations in the Oregon Cascades,10.1111/jvs.12273
2015,Northwest Science,Implications of Climate Change for Turnover in Forest Composition,10.3955/046.089.0304
2015,Ecology,Spatial aspects of tree mortality strongly differ between young and old-growth forests,10.1890/15-0628.1
2015,Ecosphere,"Confluence of arts, humanities, and science at sites of long-term ecological inquiry",10.1890/ES15-00139.1
2016,Diversity and Distributions,Microclimate predicts within-season distribution dynamics of montane forest birds,10.1111/ddi.12456
2016,Journal of Applied Ecology,Past tree influence and prescribed fire mediate biotic interactions and community reassembly in a grassland-restoration experiment,10.1111/1365-2664.12570
2017,Biological Conservation,For goodness sake! What is intrinsic value and why should we care?,10.1016/j.biocon.2017.03.003
2017,Plant Ecology,Intraspecific trait variation and the differential decline of meadow species during conifer encroachment,10.1007/s11258-017-0712-3
2017,Freshwater Science,Characterizing short-term light dynamics in forested headwater streams,10.1086/691540
2017,Ecosphere,Linking riparian shade and the legacies of forest management to fish and vertebrate biomass in forested streams,10.1002/ecs2.1845
2017,Freshwater Science,Long-term effects of riparian forest harvest on light in Pacific Northwest (USA) streams,10.1086/690624
2017,Ecology,Drivers of nitrogen transfer in stream food webs across continents,10.1002/ecy.2009
2017,Ecohydrology,"Summer streamflow deficits from regenerating Douglas-fir forest in the Pacific Northwest, USA",10.1002/eco.1790
2018,Diversity and Distributions,Old-growth forests buffer climate-sensitive bird populations from warming,10.1111/ddi.12688
2018,Landscape Ecology,Landscape patterns and diversity of meadow plants and flower-visitors in a mountain landscape,10.1007/s10980-018-0740-y
2009,ISME Journal,A comprehensive survey of soil acidobacterial diversity using pyrosequencing and clone library analyses,10.1038/ismej.2008.127
2018,Ecology Letters,Biodiversity effects on ecosystem functioning respond unimodally to environmental stress,10.1111/ele.13088
2015,Biogeosciences,Contrasting responses of terrestrial ecosystem production to hot temperature extreme regimes between grassland and forest,10.5194/bg-12-549-2015
2016,Ecology,Deconstructing the relationships between phylogenetic diversity and ecology: a case study on ecosystem functioning,10.1002/ecy.1507
2017,Ecology Letters,Influence of multiple global change drivers on terrestrial carbon storage: additive effects are common,10.1111/ele.12767
2017,Methods in Ecology and Evolution,Nonlinear partitioning of biodiversity effects on ecosystem functioning,10.1111/2041-210X.12804
2011,Journal of Ecology,Patterns of trait convergence and divergence among native and exotic species in herbaceous plant communities are not modified by nitrogen enrichment,10.1111/j.1365-2745.2011.01860.x
2016,American Naturalist,The Evolutionary Legacy of Diversification Predicts Ecosystem Function,10.1086/687964
2018,Ecology,The prevalence and impact of transient species in ecological communities,10.1002/ecy.2398
1993,"Agriculture, Ecosystems and Environment",Assessing nematode communities in agroecosystems of varying human intervention,10.1016/0167-8809(93)90074-Y
1995,Journal of Ecology,Spatial variation in nitrogen availability in three successional plant communities,10.2307/2261590
1995,Ecology,The spatial distribution of nematode trophic groups across a cultivated ecosystem,10.2307/1938145
1996,Ecological Applications,Effect of landscape structure on parasitoid diversity and parasitism in agroecosystems,10.2307/2269571
1997,Ecology,Partitioning the effects of plant biomass and litter on Andropogon gerardi in old-field vegetation,
1997,Freshwater Biology,Landscape approaches to the analysis of aquatic ecosystems,10.1046/j.1365-2427.1997.00156.x
1997,"Agriculture, Ecosystems and Environment",Weed seed loss due to predation in Michigan maize fields,10.1016/S0167-8809(97)00091-1
1997,Ecological Applications,"Soil resources, microbial activity, and primary production across an agricultural ecosystem",10.1890/1051-0761(1997)007[0158:SRMAAP]2.0.CO;2
1998,Microbial Ecology,Functional gene hybridization patterns of terrestrial ammonia-oxidizing bacteria,10.1007/s002489900116
1998,Ecology,Species richness in a successional grassland: Effects of nitrogen enrichment and plant litter,10.1890/0012-9658(1998)079[2593:SRIASG]2.0.CO;2
1998,Applied Vegetation Science,Weed community responses in a corn-soybean intercrop,10.2307/1478958
1998,Ecology,Thermodynamic constraints on nitrogen transformations and other biogeochemical processes at soil-stream interfaces,10.1890/0012-9658(1998)079[0684:TCONAO]2.0.CO;2
1998,Journal of Ecology,Effects of nitrogen addition on successional dynamics and species diversity in Michigan old-fields,10.1046/j.1365-2745.1998.8650794.x
1998,Journal of Soil and Water Conservation,Enhancing soil nitrogen mineralization and corn yield with overseeded cover crops,
1998,Ecology,Statistical analysis of population dynamics in space and time using estimating functions,10.1890/0012-9658(1998)079[1489:SAOPDI]2.0.CO;2
1999,Journal of Ecology,"Establishment, competition and the distribution of native grasses among Michigan old-fields",10.1046/j.1365-2745.1999.00366.x
1999,American Midland Naturalist,Temporal and spatial patterns of woody plant establishment in Michigan old fields,10.1674/0003-0031(1999)142[0229:TASPOW]2.0.CO;2
1999,Ecological Applications,Does agricultural landscape structure affect parasitism and parasitoid diversity?,10.1890/1051-0761(1999)009[0634:DALSAP]2.0.CO;2
2000,Ecology,The functional significance of denitrifier community composition in a terrestrial ecosystem,10.1890/0012-9658(2000)081[1402:TFSODC]2.0.CO;2
2001,Microbial Ecology,The structure of microbial communities in soil and the lasting impact of cultivation,
2001,Oecologia,"Repeated insect defoliation effects on growth, nitrogen acquisition, carbohydrates and root demography of poplars",10.1007/s004420100694
2001,Journal of Applied Ecology,Refuge habitats modify impact of insecticide disturbance on carabid beetle communities,10.1046/j.1365-2664.2001.00602.x
2001,Ecological Applications,Weed aboveground and seedbank community responses to agricultural management systems,10.1890/1051-0761(2001)011[1586:WAASCR]2.0.CO;2
2003,Ecology,Nitrogen enrichment alters mycorrhizal allocation at five mesic to semiarid grasslands,10.1890/0012-9658(2003)084[1895:NEAMAA]2.0.CO;2
2004,Trends in Ecology and Evolution,Alternative states and positive feedbacks in restoration ecology,10.1016/j.tree.2003.10.005
2005,"Agriculture, Ecosystems and Environment",Specific contributions of decaying alfalfa roots to nitrate leaching in a Kalamazoo loam soil,10.1016/j.agee.2005.02.020
2005,Frontiers in Ecology and the Environment,Reconciling agricultural productivity and environmental integrity: a grand challenge for agriculture,
2005,"Agriculture, Ecosystems and Environment",Earthworms and weed seed distribution in annual crops,10.1016/j.agee.2005.01.014
2006,Ecological Applications,Predators exert top-down control of soybean aphid across a gradient of agricultural management systems,10.1890/1051-0761(2006)016[1619:PETCOS]2.0.CO;2
2006,Ecosystems,The potential impact of agricultural management and climate change on soil organic carbon of the North Central Region of the United States,10.1007/s10021-004-0096-9
2006,Global Change Biology,Initial cultivation of a temperate-region soil immediately accelerates aggregate turnover and CO2 and N2O fluxes,10.1111/j.1365-2486.2006.01166.x
2007,Ecological Applications,Suppression of soybean aphid by generalist predators results in a trophic cascade in soybeans,10.1890/06-0284
2007,Ecosystems,Land-use intensity effects on soil organic carbon accumulation rates and mechanisms,10.1007/s10021-006-9010-y
2007,"Agriculture, Ecosystems and Environment",Impact of agricultural management on carabid communities and weed seed predation,10.1016/j.agee.2006.04.011
2007,Biological Invasions,Gypsy moth response to landscape structure differs from neutral model predictions: Implications for invasion monitoring,10.1007/s10530-006-9061-1
2007,Journal of Applied Ecology,Assembly of weed communities along a crop diversity gradient,10.1111/j.1365-2664.2007.01335.x
2007,Ecological Economics,Ecosystem services and agriculture: Cultivating agricultural ecosystems for diverse benefits,10.1016/j.ecolecon.2007.09.020
2007,Ecological Economics,Jointness in production and farmers' willingness to supply non-marketed ecosystem services,10.1016/j.ecolecon.2007.07.003
2007,Ecological Economics,Ecosystem services and dis-services to agriculture,10.1016/j.ecolecon.2007.02.024
2008,Global Change Biology,The production and emission of nitrous oxide from headwater streams in the Midwestern United States,10.1111/j.1365-2486.2007.01485.x
2008,Frontiers in Ecology and the Environment,Long-term ecological research: re-inventing network science,10.1890/1540-9295(2008)6[281:LERRNS]2.0.CO;2
2008,Ecosystems,Effects of crop diversity on agroecosystem function: crop yield response,10.1007/s10021-008-9124-5
2008,Wetlands,Rates of anaerobic microbial metabolism in wetlands of divergent hydrology on a glacial landscape,10.1672/06-126.1
2009,Diversity and Distributions,Landscape composition influences patterns of native and exotic lady beetle abundance,10.1111/j.1472-4642.2009.00563.x
2009,Ecological Applications,Landscape diversity enhances biological control of an introduced crop pest in the north-central USA,10.1890/07-1265.1
2009,ISME Journal,Systematic artifacts in metagenomes from complex microbial communities,10.1038/ismej.2009.72
2009,Frontiers in Ecology and the Environment,Maximizing arthropod-mediated ecosystem services in agricultural landscapes: the role of native plants,10.1890/080035
2009,Ecological Modelling,Population dynamics models based on cumulative density dependent feedback: a link to the logistic growth curve and a test for symmetry using aphid data,10.1016/j.ecolmodel.2009.04.026
2009,Aquatic Microbial Ecology,Sediment nitrate manipulation using porewater equilibrators reveals potential for N and S coupling in freshwaters,10.3354/ame01272
2009,ISME Journal,Biogeography of two cold-adapted genera: Psychrobacter and Exiguobacterium,10.1038/ismej.2009.25
2009,Ecological Modelling,Incorporating natural enemies in an economic threshold for dynamically optimal pest management,10.1016/j.ecolmodel.2009.01.027
2010,Ecology and Society,Bioenergy sustainability at the regional scale,10.5751/ES-03725-150423
2010,Ecology Letters,Mechanisms contributing to stability in ecosystem function depend on the environmental context,10.1111/j.1461-0248.2010.01533.x
2010,Microbial Ecology,CMEIAS color segmentation: an improved computing technology to process color images for quantitative microbial ecology studies at single-cell resolution,10.1007/s00248-009-9616-7
2010,Biological Invasions,European buckthorn and Asian soybean aphid as components of an extensive invasional meltdown in North America,10.1007/s10530-010-9736-5
2010,Biological Invasions,Habitat manipulation to mitigate the impacts of invasive arthropod pests,10.1007/s10530-010-9737-4
2010,Ecological Applications,Use of N immobilization to tighten the N cycle in conventional agroecosystems,10.1890/09-0077.1
2010,ISME Journal,Bacterial gene abundances as indicators of greenhouse gas emission in soils,10.1038/ismej.2010.8
2010,"Agriculture, Ecosystems and Environment",Management intensity - not biodiversity - the driver of ecosystem services in a long-term row crop experiment,10.1016/j.agee.2010.05.005
2011,Ecosystems,Plants mediate the sensitivity of soil respiration to rainfall variability,10.1007/s10021-010-9401-y
2011,ISME Journal,Examining the global distribution of dominant archaeal populations in soil,10.1038/ismej.2010.171
2011,"Agriculture, Ecosystems and Environment",Ecological management of intensively cropped agro-ecosystems improves soil quality with sustained productivity,10.1016/j.agee.2011.01.005
2011,Frontiers in Ecology and the Environment,Measuring and monitoring soil organic carbon stocks in agricultural lands for climate mitigation,10.1890/090153
2011,Journal of Ecology,"Linking grassland plant diversity to species pools, sorting, and plant traits",10.1111/j.1365-2745.2010.01786.x
2011,Journal of Soil and Water Conservation,Management to mitigate and adapt to climate change,10.2489/jswc.66.4.276
2011,ISME Journal,Agriculture’s impact on microbial diversity and associated fluxes of carbon dioxide and methane,10.1038/ismej.2011.40
2011,Ecological Economics,Valuation of ecosystem services from rural landscapes using agricultural land prices,10.1016/j.ecolecon.2011.04.004
2011,Ecological Applications,"The biogeochemistry of bioenergy landscapes: carbon, nitrogen, and water considerations",10.1890/09-0456.1
2012,Aquatic Microbial Ecology,Denitrification by sulfur-oxidizing bacteria in a eutrophic lake,10.3354/ame01574
2012,ISME Journal,"Comparative metagenomic, phylogenetic and physiological analyses of soil microbial communities across nitrogen gradients",10.1038/ismej.2011.159
2012,Ecology,Mapping the niche space of soil microorganisms using taxonomy and traits,10.1890/11-1745.1
2012,Freshwater Biology,The fate of assimilated nitrogen in streams: an in situ benthic chamber study,10.1111/j.1365-2427.2012.02770.x
2012,"Agriculture, Ecosystems and Environment",Long-term nitrate loss along an agricultural intensity gradient in the Upper Midwest USA,10.1016/j.agee.2011.12.007
2012,Ecology Letters,The origin of litter chemical complexity during decomposition,10.1111/j.1461-0248.2012.01837.x
2012,"Agriculture, Ecosystems and Environment",Landscape structure and habitat management differentially influence insect natural enemies in an agricultural landscape,10.1016/j.agee.2012.02.008
2013,Oecologia,Plant community responses to long-term fertilization: Changes in functional group abundance drive changes in species richness,10.1007/s00442-013-2722-8
2013,Ecological Modelling,"Development, uncertainty and sensitivity analysis of the simple SALUS crop model in DSSAT",10.1016/j.ecolmodel.2013.03.017
2013,"Agriculture, Ecosystems and Environment",Soil respiration and litter decomposition responses to nitrogen fertilization rate in no-till corn systems,10.1016/j.agee.2013.04.020
2013,Journal of Plant Ecology,Seedling light limitation does not increase across a natural productivity gradient,10.1093/jpe/rts032
2013,ISME Journal,Temporal variability in soil microbial communities across land-use types,10.1038/ismej.2013.50
2013,Global Change Biology,"Initial nitrous oxide, carbon dioxide, and methane costs of converting Conservation Reserve Program grassland to row crops under no-till vs. conventional tillage",10.1111/gcb.12216
2013,Pedobiologia,Management intensity interacts with litter chemistry and climate to drive temporal patterns in arthropod communities during decomposition,10.1016/j.pedobi.2013.01.001
2014,Journal of Plant Ecology,Net primary production in three bioenergy crop systems following land conversion,10.1093/jpe/rtt057
2014,Ecology,Height and clonality traits determine plant community responses to fertilization,10.1890/13-1875.1
2014,Ecosystems,Re-flooding a historically drained wetland leads to rapid sediment phosphorus release,10.1007/s10021-014-9748-6
2014,Ecological Applications,Does agricultural crop diversity enhance soil microbial biomass and organic matter dynamics? A meta-analysis,10.1890/13-0616.1
2014,"Agriculture, Ecosystems and Environment",Cover crop effect on corn growth and yield as influenced by topography,10.1016/j.agee.2014.03.045
2014,"Agriculture, Ecosystems and Environment",Ecosystem services along a management gradient in Michigan (USA) cropping systems,10.1016/j.agee.2014.03.006
2014,American Midland Naturalist,The relative importance of groundwater and its ecological implications in diverse glacial wetlands,10.1674/0003-0031-172.2.205
2014,Biogeosciences,Integrating microbial physiology and physio-chemical principles in soils with the MIcrobial-MIneral Carbon Stabilization (MIMICS) model,10.5194/bg-11-3899-2014
2015,Biological Invasions,The role of exotic ladybeetles in the decline of native ladybeetle populations: Evidence from long-term monitoring,10.1007/s10530-014-0772-4
2015,Applied Vegetation Science,Impacts of prairie grass species restoration on plant community invasibility and soil processes in abandoned agricultural fields,10.1111/avsc.12128
2015,ISME Journal,The physiology and ecological implications of efficient growth,10.1038/ismej.2014.235
2015,Ecology Letters,Crop rotational diversity enhances belowground communities and functions in an agroecosystem,10.1111/ele.12453
2015,Evolution,Long-term nitrogen addition causes the evolution of less-cooperative mutualists,10.1111/evo.12594
2016,"Agriculture, Ecosystems and Environment",Cover crops have neutral effects on predator communities and biological control services in annual cellulosic bioenergy cropping systems,10.1016/j.agee.2016.07.003
2016,Frontiers in Ecology and the Environment,Actionable knowledge for ecological intensification of agriculture,10.1002/fee.1258
2016,Global Change Biology,Long-term nitrous oxide fluxes in annual and perennial agricultural and unmanaged ecosystems in the upper Midwest USA,10.1111/gcb.13426
2016,Ecology and Evolution,Decoupled genomic elements and the evolution of partner quality in nitrogen-fixing rhizobia,10.1002/ece3.1953
2016,Proceedings of the Royal Society B: Biological Sciences,Ecological genomics of mutualism decline in nitrogen-fixing bacteria,10.1098/rspb.2015.2563
2016,"Agriculture, Ecosystems and Environment",Scaling-up: Cover crops differentially influence soil carbon in agricultural fields with diverse topography,10.1016/j.agee.2016.03.021
2016,"Agriculture, Ecosystems and Environment",Agricultural landscape simplification reduces natural pest control: A quantitative synthesis,10.1016/j.agee.2016.01.039
2016,"Agriculture, Ecosystems and Environment",Comparative productivity of alternative cellulosic bioenergy cropping systems in the North Central USA,10.1016/j.agee.2015.10.018
2016,"Agriculture, Ecosystems and Environment","Going with the flow: Landscape position drives differences in microbial biomass and activity in conventional, low input, and organic agricultural systems in the Midwestern U.S",10.1016/j.agee.2015.11.005
2017,Oikos,A meta-analysis of non-consumptive predator effects in arthropods: the influence of organismal and environmental characteristics,10.1111/oik.04384
2017,"Agriculture, Ecosystems and Environment","Activity, diversity and function of arbuscular mycorrhizae vary with changes in agricultural management intensity",10.1016/j.agee.2017.03.011
2017,Current Opinion in Insect Science,Scaling up our understanding of non-consumptive effects in insect systems,10.1016/j.cois.2017.03.010
